 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 14, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/20Mg(p,p)/actar_triumf/SRIM files/1H_Butane_160mbar.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  3.8160E-04 g/cm3 = 5.5353E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    071.43    017.34   
      C      6    028.57    082.66   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   4.879E-02  1.518E-04    1.08 mm   105.47 um   134.13 um  
  40.00 keV   4.945E-02  1.442E-04    1.13 mm   106.64 um   136.44 um  
  45.00 keV   5.049E-02  1.312E-04    1.23 mm   109.22 um   140.75 um  
  50.00 keV   5.123E-02  1.205E-04    1.32 mm   111.59 um   144.71 um  
  55.00 keV   5.171E-02  1.116E-04    1.42 mm   113.79 um   148.42 um  
  60.00 keV   5.198E-02  1.039E-04    1.51 mm   115.87 um   151.93 um  
  65.00 keV   5.206E-02  9.738E-05    1.61 mm   117.85 um   155.28 um  
  70.00 keV   5.198E-02  9.165E-05    1.70 mm   119.76 um   158.49 um  
  80.00 keV   5.146E-02  8.212E-05    1.90 mm   124.89 um   164.64 um  
  90.00 keV   5.058E-02  7.451E-05    2.09 mm   129.84 um   170.54 um  
 100.00 keV   4.946E-02  6.828E-05    2.29 mm   134.70 um   176.29 um  
 110.00 keV   4.819E-02  6.308E-05    2.49 mm   139.55 um   181.96 um  
 120.00 keV   4.685E-02  5.866E-05    2.70 mm   144.41 um   187.62 um  
 130.00 keV   4.548E-02  5.486E-05    2.92 mm   149.34 um   193.30 um  
 140.00 keV   4.412E-02  5.156E-05    3.14 mm   154.36 um   199.05 um  
 150.00 keV   4.279E-02  4.865E-05    3.37 mm   159.47 um   204.88 um  
 160.00 keV   4.150E-02  4.608E-05    3.61 mm   164.70 um   210.82 um  
 170.00 keV   4.026E-02  4.378E-05    3.85 mm   170.06 um   216.89 um  
 180.00 keV   3.908E-02  4.171E-05    4.10 mm   175.54 um   223.09 um  
 200.00 keV   3.688E-02  3.815E-05    4.63 mm   194.09 um   235.96 um  
 225.00 keV   3.445E-02  3.452E-05    5.32 mm   222.08 um   252.99 um  
 250.00 keV   3.232E-02  3.155E-05    6.07 mm   250.20 um   271.14 um  
 275.00 keV   3.046E-02  2.908E-05    6.87 mm   278.61 um   290.45 um  
 300.00 keV   2.882E-02  2.699E-05    7.71 mm   307.40 um   310.94 um  
 325.00 keV   2.737E-02  2.520E-05    8.60 mm   336.62 um   332.62 um  
 350.00 keV   2.608E-02  2.365E-05    9.53 mm   366.28 um   355.48 um  
 375.00 keV   2.492E-02  2.228E-05   10.51 mm   396.39 um   379.50 um  
 400.00 keV   2.388E-02  2.108E-05   11.53 mm   426.94 um   404.66 um  
 450.00 keV   2.208E-02  1.904E-05   13.70 mm   535.23 um   458.33 um  
 500.00 keV   2.056E-02  1.737E-05   16.04 mm   638.72 um   516.32 um  
 550.00 keV   1.927E-02  1.599E-05   18.55 mm   740.08 um   578.44 um  
 600.00 keV   1.815E-02  1.483E-05   21.22 mm   840.65 um   644.53 um  
 650.00 keV   1.717E-02  1.383E-05   24.04 mm   941.19 um   714.48 um  
 700.00 keV   1.630E-02  1.296E-05   27.03 mm     1.04 mm   788.16 um  
 800.00 keV   1.482E-02  1.154E-05   33.45 mm     1.40 mm   946.48 um  
 900.00 keV   1.360E-02  1.040E-05   40.48 mm     1.74 mm     1.12 mm  
   1.00 MeV   1.255E-02  9.485E-06   48.12 mm     2.07 mm     1.31 mm  
   1.10 MeV   1.161E-02  8.722E-06   56.39 mm     2.40 mm     1.51 mm  
   1.20 MeV   1.067E-02  8.079E-06   65.36 mm     2.74 mm     1.72 mm  
   1.30 MeV   9.964E-03  7.528E-06   75.05 mm     3.09 mm     1.96 mm  
   1.40 MeV   9.365E-03  7.051E-06   85.38 mm     3.45 mm     2.21 mm  
   1.50 MeV   8.843E-03  6.634E-06   96.35 mm     3.81 mm     2.47 mm  
   1.60 MeV   8.386E-03  6.265E-06  107.94 mm     4.18 mm     2.75 mm  
   1.70 MeV   7.983E-03  5.938E-06  120.14 mm     4.56 mm     3.05 mm  
   1.80 MeV   7.626E-03  5.644E-06  132.94 mm     4.94 mm     3.36 mm  
   2.00 MeV   7.019E-03  5.140E-06  160.23 mm     6.34 mm     4.01 mm  
   2.25 MeV   6.407E-03  4.629E-06  197.45 mm     8.33 mm     4.91 mm  
   2.50 MeV   5.907E-03  4.215E-06  238.03 mm    10.20 mm     5.88 mm  
   2.75 MeV   5.488E-03  3.871E-06  281.87 mm    12.04 mm     6.93 mm  
   3.00 MeV   5.131E-03  3.582E-06  328.91 mm    13.86 mm     8.04 mm  
   3.25 MeV   4.822E-03  3.335E-06  379.09 mm    15.68 mm     9.23 mm  
   3.50 MeV   4.551E-03  3.121E-06  432.38 mm    17.52 mm    10.49 mm  
   3.75 MeV   4.312E-03  2.934E-06  488.72 mm    19.37 mm    11.81 mm  
   4.00 MeV   4.099E-03  2.769E-06  548.09 mm    21.25 mm    13.20 mm  
   4.50 MeV   3.735E-03  2.491E-06  675.71 mm    28.13 mm    16.18 mm  
   5.00 MeV   3.435E-03  2.266E-06  815.10 mm    34.62 mm    19.41 mm  
   5.50 MeV   3.184E-03  2.080E-06  966.09 mm    40.96 mm    22.89 mm  
   6.00 MeV   2.969E-03  1.923E-06    1.13 m     47.27 mm    26.62 mm  
   6.50 MeV   2.784E-03  1.789E-06    1.30 m     53.61 mm    30.59 mm  
   7.00 MeV   2.622E-03  1.674E-06    1.49 m     60.00 mm    34.81 mm  
   8.00 MeV   2.354E-03  1.484E-06    1.89 m     83.31 mm    43.93 mm  
   9.00 MeV   2.139E-03  1.334E-06    2.33 m    105.13 mm    53.98 mm  
  10.00 MeV   1.963E-03  1.212E-06    2.82 m    126.48 mm    64.93 mm  
  11.00 MeV   1.816E-03  1.112E-06    3.35 m    147.79 mm    76.75 mm  
  12.00 MeV   1.691E-03  1.028E-06    3.92 m    169.26 mm    89.45 mm  
  13.00 MeV   1.583E-03  9.556E-07    4.53 m    190.99 mm   102.99 mm  
  14.00 MeV   1.490E-03  8.934E-07    5.18 m    213.05 mm   117.37 mm  
  15.00 MeV   1.408E-03  8.391E-07    5.87 m    235.47 mm   132.57 mm  
  16.00 MeV   1.335E-03  7.913E-07    6.60 m    258.27 mm   148.59 mm  
  17.00 MeV   1.270E-03  7.488E-07    7.37 m    281.46 mm   165.41 mm  
  18.00 MeV   1.212E-03  7.108E-07    8.17 m    305.05 mm   183.02 mm  
  20.00 MeV   1.111E-03  6.457E-07    9.89 m    392.97 mm   220.60 mm  
  22.50 MeV   1.009E-03  5.800E-07   12.25 m    518.80 mm   271.86 mm  
  25.00 MeV   9.251E-04  5.268E-07   14.84 m    638.23 mm   327.79 mm  
  27.50 MeV   8.555E-04  4.829E-07   17.64 m    755.46 mm   388.25 mm  
  30.00 MeV   7.967E-04  4.459E-07   20.67 m    872.33 mm   453.14 mm  
  32.50 MeV   7.463E-04  4.144E-07   23.91 m    989.77 mm   522.37 mm  
  35.00 MeV   7.025E-04  3.872E-07   27.36 m      1.11 m    595.85 mm  
  37.50 MeV   6.642E-04  3.635E-07   31.01 m      1.23 m    673.48 mm  
  40.00 MeV   6.303E-04  3.426E-07   34.87 m      1.35 m    755.19 mm  
  45.00 MeV   5.730E-04  3.076E-07   43.18 m      1.80 m    930.59 mm  
  50.00 MeV   5.265E-04  2.792E-07   52.28 m      2.22 m      1.12 m   
  55.00 MeV   4.879E-04  2.558E-07   62.13 m      2.64 m      1.33 m   
  60.00 MeV   4.554E-04  2.361E-07   72.73 m      3.05 m      1.55 m   
  65.00 MeV   4.275E-04  2.194E-07   84.05 m      3.45 m      1.78 m   
  70.00 MeV   4.034E-04  2.049E-07   96.08 m      3.87 m      2.03 m   
  80.00 MeV   3.637E-04  1.812E-07  122.16 m      5.37 m      2.56 m   
  90.00 MeV   3.323E-04  1.626E-07  150.90 m      6.76 m      3.15 m   
 100.00 MeV   3.069E-04  1.475E-07  182.19 m      8.11 m      3.78 m   
 110.00 MeV   2.859E-04  1.351E-07  215.91 m      9.45 m      4.45 m   
 120.00 MeV   2.682E-04  1.247E-07  251.99 m     10.77 m      5.17 m   
 130.00 MeV   2.531E-04  1.158E-07  290.33 m     12.10 m      5.93 m   
 140.00 MeV   2.401E-04  1.081E-07  330.86 m     13.43 m      6.72 m   
 150.00 MeV   2.288E-04  1.014E-07  373.48 m     14.77 m      7.56 m   
 160.00 MeV   2.188E-04  9.554E-08  418.14 m     16.11 m      8.42 m   
 170.00 MeV   2.099E-04  9.033E-08  464.76 m     17.46 m      9.32 m   
 180.00 MeV   2.020E-04  8.567E-08  513.27 m     18.81 m     10.25 m   
 200.00 MeV   1.885E-04  7.770E-08  615.69 m     23.84 m     12.19 m   
 225.00 MeV   1.749E-04  6.967E-08  753.30 m     30.89 m     14.77 m   
 250.00 MeV   1.639E-04  6.318E-08  900.85 m     37.40 m     17.50 m   
 275.00 MeV   1.549E-04  5.783E-08    1.06 km    43.61 m     20.36 m   
 300.00 MeV   1.474E-04  5.334E-08    1.22 km    49.61 m     23.34 m   
 325.00 MeV   1.411E-04  4.952E-08    1.40 km    55.47 m     26.42 m   
 350.00 MeV   1.357E-04  4.622E-08    1.58 km    61.21 m     29.59 m   
 375.00 MeV   1.310E-04  4.335E-08    1.76 km    66.86 m     32.84 m   
 400.00 MeV   1.269E-04  4.083E-08    1.96 km    72.42 m     36.16 m   
 450.00 MeV   1.201E-04  3.659E-08    2.36 km    92.60 m     42.99 m   
 500.00 MeV   1.147E-04  3.317E-08    2.79 km   110.75 m     50.01 m   
 550.00 MeV   1.103E-04  3.035E-08    3.23 km   127.61 m     57.17 m   
 600.00 MeV   1.067E-04  2.799E-08    3.69 km   143.56 m     64.45 m   
 650.00 MeV   1.038E-04  2.597E-08    4.17 km   158.78 m     71.80 m   
 700.00 MeV   1.013E-04  2.424E-08    4.66 km   173.39 m     79.19 m   
 800.00 MeV   9.734E-05  2.140E-08    5.66 km   224.85 m     94.06 m   
 900.00 MeV   9.442E-05  1.917E-08    6.70 km   269.37 m    108.91 m   
   1.00 GeV   9.221E-05  1.737E-08    7.78 km   309.52 m    123.66 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  2.6206E+01                keV / (ug/cm2) 
  2.6206E+01                MeV / (mg/cm2) 
  2.6206E+04                keV / (mg/cm2) 
  1.8066E+02                 eV / (1E15 atoms/cm2)
  7.5389E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
