 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 12, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/20Mg(p,p)/SRIM files/20Na_Butane_160Torr.txt

 Ion = Sodium [11] , Mass = 20.00735 amu

 Target Density =  5.0870E-04 g/cm3 = 7.3789E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    071.43    017.34   
      C      6    028.57    082.66   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   8.258E-02  1.021E-01  191.44 um    43.09 um    33.71 um  
  40.00 keV   8.528E-02  9.980E-02  203.85 um    45.21 um    35.55 um  
  45.00 keV   9.068E-02  9.546E-02  228.65 um    49.37 um    39.19 um  
  50.00 keV   9.475E-02  9.154E-02  253.47 um    53.35 um    42.76 um  
  55.00 keV   9.808E-02  8.798E-02  278.38 um    57.20 um    46.28 um  
  60.00 keV   1.010E-01  8.473E-02  303.40 um    60.94 um    49.74 um  
  65.00 keV   1.036E-01  8.175E-02  328.53 um    64.57 um    53.17 um  
  70.00 keV   1.061E-01  7.900E-02  353.77 um    68.11 um    56.55 um  
  80.00 keV   1.109E-01  7.412E-02  404.47 um    75.06 um    63.21 um  
  90.00 keV   1.157E-01  6.990E-02  455.28 um    81.64 um    69.73 um  
 100.00 keV   1.206E-01  6.621E-02  506.02 um    87.87 um    76.11 um  
 110.00 keV   1.255E-01  6.294E-02  556.51 um    93.77 um    82.33 um  
 120.00 keV   1.304E-01  6.004E-02  606.64 um    99.35 um    88.39 um  
 130.00 keV   1.354E-01  5.743E-02  656.29 um   104.62 um    94.29 um  
 140.00 keV   1.404E-01  5.507E-02  705.40 um   109.61 um   100.02 um  
 150.00 keV   1.454E-01  5.293E-02  753.92 um   114.34 um   105.59 um  
 160.00 keV   1.503E-01  5.098E-02  801.82 um   118.81 um   110.99 um  
 170.00 keV   1.552E-01  4.918E-02  849.08 um   123.05 um   116.23 um  
 180.00 keV   1.600E-01  4.753E-02  895.70 um   127.08 um   121.30 um  
 200.00 keV   1.693E-01  4.458E-02  987.02 um   134.84 um   130.99 um  
 225.00 keV   1.804E-01  4.143E-02    1.10 mm   143.67 um   142.30 um  
 250.00 keV   1.909E-01  3.876E-02    1.20 mm   151.55 um   152.79 um  
 275.00 keV   2.009E-01  3.645E-02    1.31 mm   158.64 um   162.54 um  
 300.00 keV   2.105E-01  3.444E-02    1.41 mm   165.05 um   171.64 um  
 325.00 keV   2.197E-01  3.266E-02    1.51 mm   170.89 um   180.15 um  
 350.00 keV   2.286E-01  3.109E-02    1.60 mm   176.24 um   188.14 um  
 375.00 keV   2.373E-01  2.967E-02    1.70 mm   181.16 um   195.64 um  
 400.00 keV   2.459E-01  2.840E-02    1.79 mm   185.70 um   202.71 um  
 450.00 keV   2.624E-01  2.619E-02    1.96 mm   194.54 um   215.71 um  
 500.00 keV   2.784E-01  2.433E-02    2.13 mm   202.21 um   227.37 um  
 550.00 keV   2.938E-01  2.275E-02    2.28 mm   208.93 um   237.92 um  
 600.00 keV   3.088E-01  2.138E-02    2.44 mm   214.86 um   247.51 um  
 650.00 keV   3.234E-01  2.019E-02    2.58 mm   220.16 um   256.27 um  
 700.00 keV   3.377E-01  1.913E-02    2.72 mm   224.92 um   264.32 um  
 800.00 keV   3.654E-01  1.735E-02    2.99 mm   234.60 um   278.62 um  
 900.00 keV   3.922E-01  1.590E-02    3.24 mm   242.66 um   290.95 um  
   1.00 MeV   4.185E-01  1.470E-02    3.48 mm   249.47 um   301.71 um  
   1.10 MeV   4.443E-01  1.369E-02    3.70 mm   255.32 um   311.20 um  
   1.20 MeV   4.698E-01  1.281E-02    3.91 mm   260.39 um   319.62 um  
   1.30 MeV   4.950E-01  1.205E-02    4.11 mm   264.84 um   327.16 um  
   1.40 MeV   5.201E-01  1.139E-02    4.30 mm   268.76 um   333.95 um  
   1.50 MeV   5.449E-01  1.080E-02    4.48 mm   272.26 um   340.10 um  
   1.60 MeV   5.695E-01  1.027E-02    4.66 mm   275.39 um   345.69 um  
   1.70 MeV   5.939E-01  9.803E-03    4.83 mm   278.21 um   350.80 um  
   1.80 MeV   6.180E-01  9.376E-03    4.99 mm   280.77 um   355.49 um  
   2.00 MeV   6.654E-01  8.633E-03    5.29 mm   286.85 um   363.80 um  
   2.25 MeV   7.225E-01  7.868E-03    5.65 mm   293.98 um   372.57 um  
   2.50 MeV   7.769E-01  7.238E-03    5.98 mm   299.90 um   379.97 um  
   2.75 MeV   8.280E-01  6.709E-03    6.29 mm   304.92 um   386.32 um  
   3.00 MeV   8.756E-01  6.257E-03    6.58 mm   309.26 um   391.85 um  
   3.25 MeV   9.196E-01  5.867E-03    6.85 mm   313.08 um   396.72 um  
   3.50 MeV   9.599E-01  5.527E-03    7.12 mm   316.49 um   401.07 um  
   3.75 MeV   9.965E-01  5.227E-03    7.37 mm   319.57 um   404.98 um  
   4.00 MeV   1.030E+00  4.960E-03    7.62 mm   322.39 um   408.54 um  
   4.50 MeV   1.086E+00  4.506E-03    8.08 mm   330.76 um   414.80 um  
   5.00 MeV   1.131E+00  4.134E-03    8.53 mm   338.13 um   420.21 um  
   5.50 MeV   1.166E+00  3.822E-03    8.97 mm   344.80 um   424.98 um  
   6.00 MeV   1.193E+00  3.557E-03    9.39 mm   350.95 um   429.26 um  
   6.50 MeV   1.213E+00  3.330E-03    9.80 mm   356.72 um   433.17 um  
   7.00 MeV   1.228E+00  3.131E-03   10.21 mm   362.20 um   436.78 um  
   8.00 MeV   1.244E+00  2.801E-03   11.02 mm   381.18 um   443.30 um  
   9.00 MeV   1.249E+00  2.539E-03   11.82 mm   398.88 um   449.16 um  
  10.00 MeV   1.245E+00  2.324E-03   12.62 mm   415.75 um   454.55 um  
  11.00 MeV   1.236E+00  2.145E-03   13.42 mm   432.07 um   459.59 um  
  12.00 MeV   1.224E+00  1.993E-03   14.23 mm   448.01 um   464.38 um  
  13.00 MeV   1.209E+00  1.862E-03   15.05 mm   463.70 um   468.98 um  
  14.00 MeV   1.194E+00  1.749E-03   15.88 mm   479.23 um   473.44 um  
  15.00 MeV   1.177E+00  1.649E-03   16.73 mm   494.65 um   477.79 um  
  16.00 MeV   1.159E+00  1.561E-03   17.58 mm   510.02 um   482.06 um  
  17.00 MeV   1.142E+00  1.483E-03   18.45 mm   525.37 um   486.27 um  
  18.00 MeV   1.124E+00  1.412E-03   19.33 mm   540.73 um   490.44 um  
  20.00 MeV   1.088E+00  1.290E-03   21.14 mm   599.45 um   498.73 um  
  22.50 MeV   1.044E+00  1.166E-03   23.48 mm   686.50 um   509.11 um  
  25.00 MeV   1.003E+00  1.065E-03   25.92 mm   769.88 um   519.62 um  
  27.50 MeV   9.632E-01  9.811E-04   28.46 mm   851.09 um   530.37 um  
  30.00 MeV   9.261E-01  9.100E-04   31.11 mm   931.05 um   541.43 um  
  32.50 MeV   8.915E-01  8.491E-04   33.85 mm     1.01 mm   552.85 um  
  35.00 MeV   8.592E-01  7.963E-04   36.71 mm     1.09 mm   564.69 um  
  37.50 MeV   8.291E-01  7.500E-04   39.67 mm     1.17 mm   576.97 um  
  40.00 MeV   8.011E-01  7.090E-04   42.73 mm     1.25 mm   589.73 um  
  45.00 MeV   7.530E-01  6.399E-04   49.17 mm     1.55 mm   616.73 um  
  50.00 MeV   7.053E-01  5.837E-04   56.02 mm     1.83 mm   645.88 um  
  55.00 MeV   6.695E-01  5.370E-04   63.30 mm     2.10 mm   677.26 um  
  60.00 MeV   6.379E-01  4.976E-04   70.94 mm     2.36 mm   710.76 um  
  65.00 MeV   6.097E-01  4.638E-04   78.96 mm     2.62 mm   746.38 um  
  70.00 MeV   5.844E-01  4.346E-04   87.33 mm     2.88 mm   784.06 um  
  80.00 MeV   5.408E-01  3.864E-04  105.11 mm     3.83 mm   865.46 um  
  90.00 MeV   5.045E-01  3.483E-04  124.25 mm     4.69 mm   954.54 um  
 100.00 MeV   4.736E-01  3.173E-04  144.70 mm     5.52 mm     1.05 mm  
 110.00 MeV   4.469E-01  2.917E-04  166.43 mm     6.32 mm     1.15 mm  
 120.00 MeV   4.235E-01  2.700E-04  189.41 mm     7.11 mm     1.26 mm  
 130.00 MeV   4.028E-01  2.515E-04  213.61 mm     7.90 mm     1.38 mm  
 140.00 MeV   3.842E-01  2.355E-04  239.02 mm     8.68 mm     1.50 mm  
 150.00 MeV   3.675E-01  2.215E-04  265.63 mm     9.47 mm     1.63 mm  
 160.00 MeV   3.522E-01  2.091E-04  293.41 mm    10.26 mm     1.76 mm  
 170.00 MeV   3.382E-01  1.981E-04  322.38 mm    11.05 mm     1.90 mm  
 180.00 MeV   3.254E-01  1.883E-04  352.51 mm    11.85 mm     2.04 mm  
 200.00 MeV   3.025E-01  1.714E-04  416.25 mm    14.90 mm     2.34 mm  
 225.00 MeV   2.780E-01  1.543E-04  502.45 mm    19.27 mm     2.75 mm  
 250.00 MeV   2.573E-01  1.404E-04  595.92 mm    23.38 mm     3.19 mm  
 275.00 MeV   2.394E-01  1.289E-04  696.65 mm    27.39 mm     3.66 mm  
 300.00 MeV   2.238E-01  1.192E-04  804.65 mm    31.38 mm     4.16 mm  
 325.00 MeV   2.102E-01  1.109E-04  919.89 mm    35.38 mm     4.69 mm  
 350.00 MeV   1.982E-01  1.038E-04    1.04 m     39.41 mm     5.25 mm  
 375.00 MeV   1.876E-01  9.755E-05    1.17 m     43.48 mm     5.84 mm  
 400.00 MeV   1.782E-01  9.205E-05    1.31 m     47.61 mm     6.47 mm  
 450.00 MeV   1.623E-01  8.278E-05    1.60 m     63.26 mm     7.80 mm  
 500.00 MeV   1.495E-01  7.527E-05    1.92 m     77.91 mm     9.25 mm  
 550.00 MeV   1.392E-01  6.906E-05    2.27 m     92.08 mm    10.81 mm  
 600.00 MeV   1.308E-01  6.384E-05    2.64 m    105.99 mm    12.47 mm  
 650.00 MeV   1.226E-01  5.938E-05    3.04 m    119.84 mm    14.23 mm  
 700.00 MeV   1.154E-01  5.552E-05    3.46 m    133.82 mm    16.09 mm  
 800.00 MeV   1.036E-01  4.919E-05    4.37 m    186.23 mm    20.12 mm  
 900.00 MeV   9.417E-02  4.421E-05    5.38 m    235.04 mm    24.55 mm  
   1.00 GeV   8.651E-02  4.017E-05    6.49 m    282.61 mm    29.38 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  1.9659E+01                keV / (ug/cm2) 
  1.9659E+01                MeV / (mg/cm2) 
  1.9659E+04                keV / (mg/cm2) 
  1.3552E+02                 eV / (1E15 atoms/cm2)
  1.8813E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
