 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 12, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/20Mg(p,p)/SRIM files/20Mg_Butane_160Torr.txt

 Ion = Magnesium [12] , Mass = 20.01886 amu

 Target Density =  5.0870E-04 g/cm3 = 7.3789E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    071.43    017.34   
      C      6    028.57    082.66   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   7.255E-02  1.140E-01  185.12 um    43.35 um    33.34 um  
  40.00 keV   7.493E-02  1.115E-01  197.35 um    45.59 um    35.21 um  
  45.00 keV   8.266E-02  1.069E-01  221.67 um    49.94 um    38.92 um  
  50.00 keV   8.818E-02  1.027E-01  245.80 um    54.06 um    42.57 um  
  55.00 keV   9.232E-02  9.887E-02  269.90 um    58.02 um    46.15 um  
  60.00 keV   9.562E-02  9.536E-02  294.08 um    61.86 um    49.68 um  
  65.00 keV   9.837E-02  9.214E-02  318.37 um    65.59 um    53.16 um  
  70.00 keV   1.008E-01  8.916E-02  342.79 um    69.24 um    56.60 um  
  80.00 keV   1.051E-01  8.383E-02  392.02 um    76.44 um    63.37 um  
  90.00 keV   1.092E-01  7.921E-02  441.66 um    83.33 um    70.02 um  
 100.00 keV   1.132E-01  7.514E-02  491.54 um    89.93 um    76.56 um  
 110.00 keV   1.173E-01  7.154E-02  541.49 um    96.25 um    82.99 um  
 120.00 keV   1.216E-01  6.832E-02  591.36 um   102.28 um    89.29 um  
 130.00 keV   1.260E-01  6.543E-02  641.00 um   108.04 um    95.46 um  
 140.00 keV   1.306E-01  6.280E-02  690.31 um   113.52 um   101.51 um  
 150.00 keV   1.352E-01  6.042E-02  739.19 um   118.75 um   107.41 um  
 160.00 keV   1.399E-01  5.823E-02  787.56 um   123.72 um   113.16 um  
 170.00 keV   1.446E-01  5.622E-02  835.38 um   128.45 um   118.77 um  
 180.00 keV   1.493E-01  5.437E-02  882.61 um   132.96 um   124.22 um  
 200.00 keV   1.588E-01  5.106E-02  975.21 um   141.60 um   134.69 um  
 225.00 keV   1.705E-01  4.752E-02    1.09 mm   151.43 um   146.96 um  
 250.00 keV   1.819E-01  4.451E-02    1.20 mm   160.18 um   158.37 um  
 275.00 keV   1.930E-01  4.190E-02    1.30 mm   168.01 um   168.98 um  
 300.00 keV   2.039E-01  3.962E-02    1.40 mm   175.06 um   178.86 um  
 325.00 keV   2.145E-01  3.761E-02    1.50 mm   181.43 um   188.08 um  
 350.00 keV   2.248E-01  3.582E-02    1.59 mm   187.23 um   196.70 um  
 375.00 keV   2.350E-01  3.421E-02    1.69 mm   192.53 um   204.77 um  
 400.00 keV   2.450E-01  3.276E-02    1.77 mm   197.38 um   212.34 um  
 450.00 keV   2.644E-01  3.024E-02    1.95 mm   206.64 um   226.16 um  
 500.00 keV   2.832E-01  2.812E-02    2.11 mm   214.56 um   238.46 um  
 550.00 keV   3.014E-01  2.631E-02    2.26 mm   221.42 um   249.49 um  
 600.00 keV   3.190E-01  2.474E-02    2.41 mm   227.43 um   259.45 um  
 650.00 keV   3.360E-01  2.337E-02    2.55 mm   232.75 um   268.48 um  
 700.00 keV   3.526E-01  2.216E-02    2.68 mm   237.49 um   276.73 um  
 800.00 keV   3.844E-01  2.012E-02    2.93 mm   246.84 um   291.25 um  
 900.00 keV   4.150E-01  1.846E-02    3.17 mm   254.55 um   303.66 um  
   1.00 MeV   4.446E-01  1.707E-02    3.39 mm   261.02 um   314.41 um  
   1.10 MeV   4.734E-01  1.590E-02    3.60 mm   266.54 um   323.82 um  
   1.20 MeV   5.017E-01  1.489E-02    3.80 mm   271.32 um   332.15 um  
   1.30 MeV   5.294E-01  1.402E-02    3.98 mm   275.49 um   339.57 um  
   1.40 MeV   5.568E-01  1.325E-02    4.16 mm   279.16 um   346.23 um  
   1.50 MeV   5.839E-01  1.257E-02    4.33 mm   282.43 um   352.24 um  
   1.60 MeV   6.106E-01  1.196E-02    4.49 mm   285.35 um   357.70 um  
   1.70 MeV   6.371E-01  1.142E-02    4.65 mm   287.97 um   362.68 um  
   1.80 MeV   6.631E-01  1.092E-02    4.80 mm   290.35 um   367.24 um  
   2.00 MeV   7.142E-01  1.006E-02    5.09 mm   295.84 um   375.30 um  
   2.25 MeV   7.758E-01  9.175E-03    5.42 mm   302.24 um   383.80 um  
   2.50 MeV   8.344E-01  8.444E-03    5.72 mm   307.55 um   390.96 um  
   2.75 MeV   8.896E-01  7.829E-03    6.01 mm   312.04 um   397.08 um  
   3.00 MeV   9.412E-01  7.305E-03    6.28 mm   315.93 um   402.40 um  
   3.25 MeV   9.890E-01  6.852E-03    6.53 mm   319.35 um   407.09 um  
   3.50 MeV   1.033E+00  6.456E-03    6.78 mm   322.39 um   411.26 um  
   3.75 MeV   1.073E+00  6.107E-03    7.01 mm   325.14 um   415.01 um  
   4.00 MeV   1.110E+00  5.797E-03    7.24 mm   327.65 um   418.42 um  
   4.50 MeV   1.173E+00  5.268E-03    7.68 mm   334.95 um   424.40 um  
   5.00 MeV   1.223E+00  4.835E-03    8.09 mm   341.36 um   429.55 um  
   5.50 MeV   1.264E+00  4.472E-03    8.49 mm   347.14 um   434.08 um  
   6.00 MeV   1.296E+00  4.163E-03    8.88 mm   352.47 um   438.13 um  
   6.50 MeV   1.320E+00  3.897E-03    9.26 mm   357.45 um   441.81 um  
   7.00 MeV   1.339E+00  3.666E-03    9.64 mm   362.17 um   445.20 um  
   8.00 MeV   1.362E+00  3.281E-03   10.37 mm   378.30 um   451.30 um  
   9.00 MeV   1.371E+00  2.974E-03   11.10 mm   393.33 um   456.75 um  
  10.00 MeV   1.372E+00  2.723E-03   11.83 mm   407.64 um   461.72 um  
  11.00 MeV   1.366E+00  2.514E-03   12.56 mm   421.45 um   466.36 um  
  12.00 MeV   1.357E+00  2.337E-03   13.29 mm   434.93 um   470.73 um  
  13.00 MeV   1.344E+00  2.184E-03   14.03 mm   448.17 um   474.91 um  
  14.00 MeV   1.330E+00  2.051E-03   14.78 mm   461.26 um   478.94 um  
  15.00 MeV   1.314E+00  1.935E-03   15.53 mm   474.25 um   482.85 um  
  16.00 MeV   1.298E+00  1.832E-03   16.30 mm   487.18 um   486.68 um  
  17.00 MeV   1.280E+00  1.740E-03   17.07 mm   500.09 um   490.43 um  
  18.00 MeV   1.262E+00  1.657E-03   17.86 mm   513.00 um   494.14 um  
  20.00 MeV   1.226E+00  1.514E-03   19.46 mm   562.32 um   501.46 um  
  22.50 MeV   1.181E+00  1.369E-03   21.54 mm   635.78 um   510.55 um  
  25.00 MeV   1.137E+00  1.251E-03   23.69 mm   706.44 um   519.70 um  
  27.50 MeV   1.095E+00  1.152E-03   25.93 mm   775.43 um   528.98 um  
  30.00 MeV   1.056E+00  1.069E-03   28.25 mm   843.46 um   538.48 um  
  32.50 MeV   1.018E+00  9.977E-04   30.66 mm   910.98 um   548.25 um  
  35.00 MeV   9.829E-01  9.357E-04   33.16 mm   978.31 um   558.32 um  
  37.50 MeV   9.499E-01  8.814E-04   35.74 mm     1.05 mm   568.74 um  
  40.00 MeV   9.191E-01  8.334E-04   38.42 mm     1.11 mm   579.53 um  
  45.00 MeV   8.660E-01  7.523E-04   44.02 mm     1.37 mm   602.28 um  
  50.00 MeV   8.125E-01  6.863E-04   49.98 mm     1.61 mm   626.75 um  
  55.00 MeV   7.726E-01  6.315E-04   56.28 mm     1.84 mm   653.03 um  
  60.00 MeV   7.371E-01  5.853E-04   62.90 mm     2.07 mm   681.06 um  
  65.00 MeV   7.053E-01  5.456E-04   69.84 mm     2.29 mm   710.85 um  
  70.00 MeV   6.767E-01  5.113E-04   77.07 mm     2.51 mm   742.37 um  
  80.00 MeV   6.272E-01  4.547E-04   92.41 mm     3.32 mm   810.53 um  
  90.00 MeV   5.857E-01  4.099E-04  108.91 mm     4.06 mm   885.27 um  
 100.00 MeV   5.504E-01  3.735E-04  126.51 mm     4.77 mm   966.27 um  
 110.00 MeV   5.198E-01  3.434E-04  145.20 mm     5.46 mm     1.05 mm  
 120.00 MeV   4.930E-01  3.179E-04  164.95 mm     6.13 mm     1.15 mm  
 130.00 MeV   4.691E-01  2.962E-04  185.73 mm     6.81 mm     1.24 mm  
 140.00 MeV   4.477E-01  2.773E-04  207.54 mm     7.48 mm     1.35 mm  
 150.00 MeV   4.284E-01  2.608E-04  230.37 mm     8.15 mm     1.45 mm  
 160.00 MeV   4.108E-01  2.463E-04  254.20 mm     8.82 mm     1.57 mm  
 170.00 MeV   3.946E-01  2.334E-04  279.03 mm     9.50 mm     1.69 mm  
 180.00 MeV   3.797E-01  2.218E-04  304.85 mm    10.18 mm     1.81 mm  
 200.00 MeV   3.532E-01  2.019E-04  359.46 mm    12.79 mm     2.07 mm  
 225.00 MeV   3.248E-01  1.818E-04  433.26 mm    16.52 mm     2.41 mm  
 250.00 MeV   3.006E-01  1.654E-04  513.26 mm    20.04 mm     2.79 mm  
 275.00 MeV   2.798E-01  1.519E-04  599.45 mm    23.47 mm     3.19 mm  
 300.00 MeV   2.616E-01  1.405E-04  691.86 mm    26.87 mm     3.62 mm  
 325.00 MeV   2.456E-01  1.308E-04  790.48 mm    30.29 mm     4.07 mm  
 350.00 MeV   2.315E-01  1.224E-04  895.31 mm    33.74 mm     4.55 mm  
 375.00 MeV   2.190E-01  1.150E-04    1.01 m     37.23 mm     5.06 mm  
 400.00 MeV   2.078E-01  1.085E-04    1.12 m     40.77 mm     5.60 mm  
 450.00 MeV   1.889E-01  9.761E-05    1.38 m     54.22 mm     6.74 mm  
 500.00 MeV   1.735E-01  8.877E-05    1.65 m     66.86 mm     8.00 mm  
 550.00 MeV   1.610E-01  8.145E-05    1.95 m     79.15 mm     9.35 mm  
 600.00 MeV   1.507E-01  7.530E-05    2.27 m     91.29 mm    10.79 mm  
 650.00 MeV   1.412E-01  7.004E-05    2.61 m    103.40 mm    12.32 mm  
 700.00 MeV   1.330E-01  6.550E-05    2.98 m    115.60 mm    13.95 mm  
 800.00 MeV   1.194E-01  5.804E-05    3.77 m    161.25 mm    17.48 mm  
 900.00 MeV   1.085E-01  5.216E-05    4.65 m    203.68 mm    21.37 mm  
   1.00 GeV   9.971E-02  4.740E-05    5.61 m    244.99 mm    25.59 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  1.9659E+01                keV / (ug/cm2) 
  1.9659E+01                MeV / (mg/cm2) 
  1.9659E+04                keV / (mg/cm2) 
  1.3552E+02                 eV / (1E15 atoms/cm2)
  1.7616E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
