 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 14, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/20Mg(p,p)/actar_triumf/SRIM files/20Na_Butane_180mbar.txt

 Ion = Sodium [11] , Mass = 20.00735 amu

 Target Density =  4.2930E-04 g/cm3 = 6.2272E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    071.43    017.34   
      C      6    028.57    082.66   
 ====================================
 Bragg Correction = 3.72%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   6.969E-02  8.620E-02  226.85 um    51.05 um    39.95 um  
  40.00 keV   7.197E-02  8.422E-02  241.55 um    53.58 um    42.13 um  
  45.00 keV   7.652E-02  8.056E-02  270.94 um    58.50 um    46.44 um  
  50.00 keV   7.996E-02  7.725E-02  300.35 um    63.22 um    50.67 um  
  55.00 keV   8.277E-02  7.424E-02  329.86 um    67.78 um    54.84 um  
  60.00 keV   8.521E-02  7.150E-02  359.51 um    72.21 um    58.94 um  
  65.00 keV   8.744E-02  6.899E-02  389.30 um    76.52 um    63.00 um  
  70.00 keV   8.955E-02  6.667E-02  419.20 um    80.71 um    67.01 um  
  80.00 keV   9.362E-02  6.255E-02  479.28 um    88.95 um    74.90 um  
  90.00 keV   9.766E-02  5.899E-02  539.48 um    96.74 um    82.63 um  
 100.00 keV   1.017E-01  5.587E-02  599.60 um   104.13 um    90.18 um  
 110.00 keV   1.059E-01  5.312E-02  659.44 um   111.11 um    97.55 um  
 120.00 keV   1.101E-01  5.067E-02  718.84 um   117.72 um   104.74 um  
 130.00 keV   1.143E-01  4.847E-02  777.68 um   123.97 um   111.73 um  
 140.00 keV   1.185E-01  4.648E-02  835.87 um   129.89 um   118.52 um  
 150.00 keV   1.227E-01  4.467E-02  893.36 um   135.48 um   125.12 um  
 160.00 keV   1.269E-01  4.302E-02  950.12 um   140.79 um   131.52 um  
 170.00 keV   1.310E-01  4.150E-02    1.01 mm   145.81 um   137.72 um  
 180.00 keV   1.350E-01  4.011E-02    1.06 mm   150.59 um   143.74 um  
 200.00 keV   1.429E-01  3.762E-02    1.17 mm   159.77 um   155.22 um  
 225.00 keV   1.522E-01  3.497E-02    1.30 mm   170.25 um   168.62 um  
 250.00 keV   1.611E-01  3.271E-02    1.43 mm   179.58 um   181.04 um  
 275.00 keV   1.695E-01  3.076E-02    1.55 mm   187.98 um   192.60 um  
 300.00 keV   1.776E-01  2.906E-02    1.67 mm   195.58 um   203.38 um  
 325.00 keV   1.854E-01  2.757E-02    1.79 mm   202.50 um   213.47 um  
 350.00 keV   1.929E-01  2.623E-02    1.90 mm   208.83 um   222.93 um  
 375.00 keV   2.003E-01  2.504E-02    2.01 mm   214.66 um   231.83 um  
 400.00 keV   2.075E-01  2.396E-02    2.12 mm   220.04 um   240.21 um  
 450.00 keV   2.214E-01  2.210E-02    2.32 mm   230.53 um   255.60 um  
 500.00 keV   2.349E-01  2.053E-02    2.52 mm   239.61 um   269.43 um  
 550.00 keV   2.480E-01  1.920E-02    2.71 mm   247.57 um   281.92 um  
 600.00 keV   2.606E-01  1.804E-02    2.89 mm   254.60 um   293.29 um  
 650.00 keV   2.729E-01  1.703E-02    3.06 mm   260.88 um   303.67 um  
 700.00 keV   2.850E-01  1.614E-02    3.23 mm   266.52 um   313.21 um  
 800.00 keV   3.084E-01  1.464E-02    3.54 mm   277.99 um   330.15 um  
 900.00 keV   3.310E-01  1.342E-02    3.84 mm   287.54 um   344.76 um  
   1.00 MeV   3.532E-01  1.241E-02    4.12 mm   295.61 um   357.51 um  
   1.10 MeV   3.749E-01  1.155E-02    4.38 mm   302.54 um   368.75 um  
   1.20 MeV   3.965E-01  1.081E-02    4.63 mm   308.55 um   378.74 um  
   1.30 MeV   4.178E-01  1.017E-02    4.87 mm   313.82 um   387.67 um  
   1.40 MeV   4.389E-01  9.612E-03    5.10 mm   318.47 um   395.72 um  
   1.50 MeV   4.598E-01  9.115E-03    5.31 mm   322.62 um   403.00 um  
   1.60 MeV   4.806E-01  8.671E-03    5.52 mm   326.33 um   409.63 um  
   1.70 MeV   5.012E-01  8.273E-03    5.72 mm   329.67 um   415.68 um  
   1.80 MeV   5.216E-01  7.912E-03    5.91 mm   332.70 um   421.24 um  
   2.00 MeV   5.615E-01  7.286E-03    6.27 mm   339.90 um   431.08 um  
   2.25 MeV   6.097E-01  6.640E-03    6.69 mm   348.36 um   441.48 um  
   2.50 MeV   6.556E-01  6.108E-03    7.08 mm   355.37 um   450.25 um  
   2.75 MeV   6.988E-01  5.662E-03    7.45 mm   361.32 um   457.78 um  
   3.00 MeV   7.390E-01  5.281E-03    7.79 mm   366.46 um   464.32 um  
   3.25 MeV   7.761E-01  4.952E-03    8.12 mm   370.99 um   470.10 um  
   3.50 MeV   8.101E-01  4.664E-03    8.43 mm   375.02 um   475.24 um  
   3.75 MeV   8.410E-01  4.411E-03    8.73 mm   378.68 um   479.88 um  
   4.00 MeV   8.690E-01  4.186E-03    9.02 mm   382.01 um   484.10 um  
   4.50 MeV   9.166E-01  3.803E-03    9.58 mm   391.94 um   491.52 um  
   5.00 MeV   9.546E-01  3.488E-03   10.11 mm   400.67 um   497.93 um  
   5.50 MeV   9.842E-01  3.226E-03   10.62 mm   408.57 um   503.58 um  
   6.00 MeV   1.007E+00  3.002E-03   11.12 mm   415.86 um   508.66 um  
   6.50 MeV   1.024E+00  2.810E-03   11.62 mm   422.70 um   513.29 um  
   7.00 MeV   1.036E+00  2.642E-03   12.10 mm   429.20 um   517.56 um  
   8.00 MeV   1.050E+00  2.364E-03   13.05 mm   451.68 um   525.29 um  
   9.00 MeV   1.054E+00  2.142E-03   14.00 mm   472.65 um   532.23 um  
  10.00 MeV   1.051E+00  1.961E-03   14.95 mm   492.64 um   538.62 um  
  11.00 MeV   1.043E+00  1.810E-03   15.90 mm   511.98 um   544.59 um  
  12.00 MeV   1.033E+00  1.682E-03   16.87 mm   530.87 um   550.27 um  
  13.00 MeV   1.021E+00  1.572E-03   17.84 mm   549.47 um   555.72 um  
  14.00 MeV   1.007E+00  1.476E-03   18.82 mm   567.86 um   561.00 um  
  15.00 MeV   9.931E-01  1.392E-03   19.82 mm   586.14 um   566.16 um  
  16.00 MeV   9.785E-01  1.317E-03   20.83 mm   604.35 um   571.21 um  
  17.00 MeV   9.635E-01  1.251E-03   21.86 mm   622.54 um   576.21 um  
  18.00 MeV   9.484E-01  1.192E-03   22.91 mm   640.74 um   581.15 um  
  20.00 MeV   9.183E-01  1.089E-03   25.05 mm   710.32 um   590.97 um  
  22.50 MeV   8.814E-01  9.841E-04   27.82 mm   813.48 um   603.27 um  
  25.00 MeV   8.462E-01  8.989E-04   30.71 mm   912.27 um   615.72 um  
  27.50 MeV   8.129E-01  8.279E-04   33.73 mm     1.01 mm   628.46 um  
  30.00 MeV   7.816E-01  7.680E-04   36.86 mm     1.10 mm   641.56 um  
  32.50 MeV   7.524E-01  7.166E-04   40.12 mm     1.20 mm   655.10 um  
  35.00 MeV   7.251E-01  6.720E-04   43.50 mm     1.29 mm   669.13 um  
  37.50 MeV   6.997E-01  6.329E-04   47.01 mm     1.38 mm   683.68 um  
  40.00 MeV   6.761E-01  5.984E-04   50.64 mm     1.48 mm   698.80 um  
  45.00 MeV   6.355E-01  5.400E-04   58.26 mm     1.83 mm   730.80 um  
  50.00 MeV   5.952E-01  4.926E-04   66.39 mm     2.17 mm   765.34 um  
  55.00 MeV   5.650E-01  4.532E-04   75.00 mm     2.49 mm   802.52 um  
  60.00 MeV   5.383E-01  4.199E-04   84.06 mm     2.80 mm   842.22 um  
  65.00 MeV   5.145E-01  3.914E-04   93.56 mm     3.11 mm   884.42 um  
  70.00 MeV   4.932E-01  3.668E-04  103.48 mm     3.41 mm   929.07 um  
  80.00 MeV   4.564E-01  3.261E-04  124.55 mm     4.54 mm     1.03 mm  
  90.00 MeV   4.257E-01  2.939E-04  147.23 mm     5.56 mm     1.13 mm  
 100.00 MeV   3.997E-01  2.678E-04  171.46 mm     6.54 mm     1.25 mm  
 110.00 MeV   3.771E-01  2.461E-04  197.21 mm     7.49 mm     1.37 mm  
 120.00 MeV   3.574E-01  2.279E-04  224.44 mm     8.43 mm     1.50 mm  
 130.00 MeV   3.399E-01  2.123E-04  253.12 mm     9.36 mm     1.63 mm  
 140.00 MeV   3.243E-01  1.987E-04  283.23 mm    10.29 mm     1.78 mm  
 150.00 MeV   3.101E-01  1.869E-04  314.75 mm    11.22 mm     1.93 mm  
 160.00 MeV   2.972E-01  1.765E-04  347.68 mm    12.15 mm     2.09 mm  
 170.00 MeV   2.854E-01  1.672E-04  382.00 mm    13.09 mm     2.25 mm  
 180.00 MeV   2.746E-01  1.589E-04  417.71 mm    14.04 mm     2.42 mm  
 200.00 MeV   2.552E-01  1.446E-04  493.24 mm    17.65 mm     2.78 mm  
 225.00 MeV   2.346E-01  1.302E-04  595.38 mm    22.83 mm     3.26 mm  
 250.00 MeV   2.171E-01  1.185E-04  706.14 mm    27.70 mm     3.78 mm  
 275.00 MeV   2.020E-01  1.088E-04  825.50 mm    32.46 mm     4.33 mm  
 300.00 MeV   1.889E-01  1.006E-04  953.47 mm    37.18 mm     4.93 mm  
 325.00 MeV   1.774E-01  9.363E-05    1.09 m     41.92 mm     5.56 mm  
 350.00 MeV   1.673E-01  8.760E-05    1.24 m     46.69 mm     6.22 mm  
 375.00 MeV   1.583E-01  8.233E-05    1.39 m     51.52 mm     6.92 mm  
 400.00 MeV   1.503E-01  7.768E-05    1.55 m     56.41 mm     7.66 mm  
 450.00 MeV   1.369E-01  6.986E-05    1.90 m     74.96 mm     9.24 mm  
 500.00 MeV   1.262E-01  6.352E-05    2.28 m     92.31 mm    10.96 mm  
 550.00 MeV   1.175E-01  5.828E-05    2.69 m    109.11 mm    12.81 mm  
 600.00 MeV   1.104E-01  5.387E-05    3.13 m    125.59 mm    14.77 mm  
 650.00 MeV   1.035E-01  5.011E-05    3.60 m    142.00 mm    16.86 mm  
 700.00 MeV   9.742E-02  4.686E-05    4.09 m    158.57 mm    19.06 mm  
 800.00 MeV   8.741E-02  4.152E-05    5.18 m    220.68 mm    23.84 mm  
 900.00 MeV   7.947E-02  3.731E-05    6.38 m    278.52 mm    29.09 mm  
   1.00 GeV   7.301E-02  3.390E-05    7.69 m    334.88 mm    34.81 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  2.3295E+01                keV / (ug/cm2) 
  2.3295E+01                MeV / (mg/cm2) 
  2.3295E+04                keV / (mg/cm2) 
  1.6059E+02                 eV / (1E15 atoms/cm2)
  2.2292E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
