 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 12, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/20Mg(p,p)/SRIM files/1H_Butane_160Torr.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  5.0870E-04 g/cm3 = 7.3789E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    071.43    017.34   
      C      6    028.57    082.66   
 ====================================
 Bragg Correction = -0.91%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  37.50 keV   6.214E-02  2.024E-04  842.02 um    83.70 um   106.47 um  
  40.00 keV   6.297E-02  1.922E-04  881.32 um    84.63 um   108.33 um  
  45.00 keV   6.431E-02  1.749E-04  958.68 um    86.70 um   111.80 um  
  50.00 keV   6.525E-02  1.607E-04    1.03 mm    88.58 um   114.99 um  
  55.00 keV   6.586E-02  1.487E-04    1.11 mm    90.34 um   117.98 um  
  60.00 keV   6.620E-02  1.386E-04    1.19 mm    92.00 um   120.81 um  
  65.00 keV   6.630E-02  1.298E-04    1.26 mm    93.58 um   123.50 um  
  70.00 keV   6.620E-02  1.222E-04    1.33 mm    95.10 um   126.09 um  
  80.00 keV   6.554E-02  1.095E-04    1.49 mm    99.16 um   131.05 um  
  90.00 keV   6.442E-02  9.933E-05    1.64 mm   103.06 um   135.80 um  
 100.00 keV   6.299E-02  9.103E-05    1.79 mm   106.91 um   140.43 um  
 110.00 keV   6.138E-02  8.409E-05    1.95 mm   110.73 um   145.01 um  
 120.00 keV   5.967E-02  7.820E-05    2.12 mm   114.58 um   149.57 um  
 130.00 keV   5.793E-02  7.313E-05    2.29 mm   118.47 um   154.15 um  
 140.00 keV   5.619E-02  6.873E-05    2.46 mm   122.43 um   158.78 um  
 150.00 keV   5.450E-02  6.485E-05    2.64 mm   126.46 um   163.48 um  
 160.00 keV   5.285E-02  6.142E-05    2.83 mm   130.59 um   168.26 um  
 170.00 keV   5.128E-02  5.836E-05    3.02 mm   134.82 um   173.15 um  
 180.00 keV   4.977E-02  5.561E-05    3.22 mm   139.14 um   178.15 um  
 200.00 keV   4.698E-02  5.086E-05    3.63 mm   153.70 um   188.51 um  
 225.00 keV   4.388E-02  4.601E-05    4.18 mm   175.66 um   202.23 um  
 250.00 keV   4.117E-02  4.206E-05    4.76 mm   197.73 um   216.84 um  
 275.00 keV   3.880E-02  3.877E-05    5.39 mm   220.06 um   232.38 um  
 300.00 keV   3.672E-02  3.599E-05    6.05 mm   242.69 um   248.87 um  
 325.00 keV   3.487E-02  3.360E-05    6.74 mm   265.67 um   266.31 um  
 350.00 keV   3.323E-02  3.152E-05    7.48 mm   288.99 um   284.69 um  
 375.00 keV   3.176E-02  2.970E-05    8.24 mm   312.68 um   304.00 um  
 400.00 keV   3.043E-02  2.810E-05    9.05 mm   336.73 um   324.23 um  
 450.00 keV   2.813E-02  2.538E-05   10.75 mm   421.68 um   367.35 um  
 500.00 keV   2.621E-02  2.316E-05   12.59 mm   502.90 um   413.92 um  
 550.00 keV   2.457E-02  2.132E-05   14.55 mm   582.46 um   463.78 um  
 600.00 keV   2.316E-02  1.977E-05   16.64 mm   661.38 um   516.79 um  
 650.00 keV   2.192E-02  1.844E-05   18.86 mm   740.24 um   572.86 um  
 700.00 keV   2.083E-02  1.728E-05   21.19 mm   819.40 um   631.87 um  
 800.00 keV   1.897E-02  1.538E-05   26.21 mm     1.10 mm   758.44 um  
 900.00 keV   1.745E-02  1.387E-05   31.70 mm     1.36 mm   895.99 um  
   1.00 MeV   1.617E-02  1.264E-05   37.64 mm     1.62 mm     1.04 mm  
   1.10 MeV   1.501E-02  1.163E-05   44.05 mm     1.87 mm     1.20 mm  
   1.20 MeV   1.387E-02  1.077E-05   50.97 mm     2.13 mm     1.37 mm  
   1.30 MeV   1.301E-02  1.004E-05   58.40 mm     2.40 mm     1.56 mm  
   1.40 MeV   1.229E-02  9.400E-06   66.29 mm     2.67 mm     1.75 mm  
   1.50 MeV   1.164E-02  8.843E-06   74.64 mm     2.94 mm     1.96 mm  
   1.60 MeV   1.108E-02  8.352E-06   83.43 mm     3.22 mm     2.17 mm  
   1.70 MeV   1.057E-02  7.916E-06   92.66 mm     3.50 mm     2.40 mm  
   1.80 MeV   1.012E-02  7.524E-06  102.31 mm     3.79 mm     2.63 mm  
   2.00 MeV   9.332E-03  6.852E-06  122.86 mm     4.83 mm     3.13 mm  
   2.25 MeV   8.530E-03  6.171E-06  150.84 mm     6.31 mm     3.81 mm  
   2.50 MeV   7.869E-03  5.618E-06  181.31 mm     7.71 mm     4.54 mm  
   2.75 MeV   7.314E-03  5.161E-06  214.21 mm     9.08 mm     5.33 mm  
   3.00 MeV   6.839E-03  4.775E-06  249.50 mm    10.44 mm     6.17 mm  
   3.25 MeV   6.428E-03  4.445E-06  287.15 mm    11.80 mm     7.06 mm  
   3.50 MeV   6.067E-03  4.160E-06  327.12 mm    13.18 mm     8.00 mm  
   3.75 MeV   5.748E-03  3.911E-06  369.39 mm    14.57 mm     8.99 mm  
   4.00 MeV   5.464E-03  3.691E-06  413.93 mm    15.98 mm    10.04 mm  
   4.50 MeV   4.979E-03  3.321E-06  509.65 mm    21.13 mm    12.27 mm  
   5.00 MeV   4.579E-03  3.021E-06  614.22 mm    26.00 mm    14.70 mm  
   5.50 MeV   4.244E-03  2.773E-06  727.49 mm    30.75 mm    17.31 mm  
   6.00 MeV   3.958E-03  2.564E-06  849.32 mm    35.48 mm    20.11 mm  
   6.50 MeV   3.711E-03  2.385E-06  979.59 mm    40.23 mm    23.09 mm  
   7.00 MeV   3.496E-03  2.231E-06    1.12 m     45.02 mm    26.24 mm  
   8.00 MeV   3.138E-03  1.978E-06    1.42 m     62.51 mm    33.09 mm  
   9.00 MeV   2.851E-03  1.778E-06    1.75 m     78.87 mm    40.63 mm  
  10.00 MeV   2.617E-03  1.616E-06    2.12 m     94.89 mm    48.84 mm  
  11.00 MeV   2.420E-03  1.482E-06    2.52 m    110.88 mm    57.71 mm  
  12.00 MeV   2.254E-03  1.370E-06    2.94 m    126.98 mm    67.23 mm  
  13.00 MeV   2.111E-03  1.274E-06    3.40 m    143.28 mm    77.39 mm  
  14.00 MeV   1.986E-03  1.191E-06    3.89 m    159.83 mm    88.18 mm  
  15.00 MeV   1.877E-03  1.119E-06    4.41 m    176.65 mm    99.58 mm  
  16.00 MeV   1.780E-03  1.055E-06    4.95 m    193.75 mm   111.60 mm  
  17.00 MeV   1.693E-03  9.982E-07    5.53 m    211.15 mm   124.21 mm  
  18.00 MeV   1.616E-03  9.476E-07    6.13 m    228.84 mm   137.42 mm  
  20.00 MeV   1.481E-03  8.608E-07    7.42 m    294.80 mm   165.61 mm  
  22.50 MeV   1.345E-03  7.731E-07    9.19 m    389.18 mm   204.07 mm  
  25.00 MeV   1.233E-03  7.022E-07   11.13 m    478.78 mm   246.02 mm  
  27.50 MeV   1.141E-03  6.437E-07   13.24 m    566.72 mm   291.37 mm  
  30.00 MeV   1.062E-03  5.944E-07   15.51 m    654.38 mm   340.05 mm  
  32.50 MeV   9.948E-04  5.525E-07   17.94 m    742.48 mm   391.98 mm  
  35.00 MeV   9.365E-04  5.162E-07   20.52 m    831.40 mm   447.10 mm  
  37.50 MeV   8.854E-04  4.846E-07   23.27 m    921.36 mm   505.33 mm  
  40.00 MeV   8.402E-04  4.568E-07   26.16 m      1.01 m    566.63 mm  
  45.00 MeV   7.639E-04  4.100E-07   32.40 m      1.35 m    698.20 mm  
  50.00 MeV   7.019E-04  3.722E-07   39.22 m      1.67 m    841.37 mm  
  55.00 MeV   6.504E-04  3.410E-07   46.61 m      1.98 m    995.73 mm  
  60.00 MeV   6.070E-04  3.148E-07   54.56 m      2.28 m      1.16 m   
  65.00 MeV   5.699E-04  2.924E-07   63.05 m      2.59 m      1.34 m   
  70.00 MeV   5.377E-04  2.732E-07   72.07 m      2.90 m      1.52 m   
  80.00 MeV   4.848E-04  2.416E-07   91.64 m      4.03 m      1.92 m   
  90.00 MeV   4.430E-04  2.167E-07  113.20 m      5.07 m      2.36 m   
 100.00 MeV   4.091E-04  1.966E-07  136.67 m      6.09 m      2.83 m   
 110.00 MeV   3.811E-04  1.801E-07  161.97 m      7.09 m      3.34 m   
 120.00 MeV   3.576E-04  1.662E-07  189.03 m      8.08 m      3.88 m   
 130.00 MeV   3.375E-04  1.543E-07  217.80 m      9.08 m      4.45 m   
 140.00 MeV   3.201E-04  1.441E-07  248.19 m     10.08 m      5.04 m   
 150.00 MeV   3.050E-04  1.352E-07  280.17 m     11.08 m      5.67 m   
 160.00 MeV   2.916E-04  1.274E-07  313.67 m     12.08 m      6.32 m   
 170.00 MeV   2.798E-04  1.204E-07  348.64 m     13.10 m      6.99 m   
 180.00 MeV   2.693E-04  1.142E-07  385.03 m     14.11 m      7.69 m   
 200.00 MeV   2.513E-04  1.036E-07  461.86 m     17.88 m      9.15 m   
 225.00 MeV   2.331E-04  9.287E-08  565.09 m     23.18 m     11.08 m   
 250.00 MeV   2.185E-04  8.422E-08  675.77 m     28.06 m     13.13 m   
 275.00 MeV   2.066E-04  7.709E-08  793.35 m     32.71 m     15.27 m   
 300.00 MeV   1.966E-04  7.111E-08  917.33 m     37.22 m     17.51 m   
 325.00 MeV   1.881E-04  6.601E-08    1.05 km    41.61 m     19.82 m   
 350.00 MeV   1.808E-04  6.162E-08    1.18 km    45.92 m     22.19 m   
 375.00 MeV   1.746E-04  5.779E-08    1.32 km    50.15 m     24.63 m   
 400.00 MeV   1.691E-04  5.442E-08    1.47 km    54.32 m     27.12 m   
 450.00 MeV   1.600E-04  4.877E-08    1.77 km    69.47 m     32.25 m   
 500.00 MeV   1.529E-04  4.422E-08    2.09 km    83.08 m     37.51 m   
 550.00 MeV   1.471E-04  4.046E-08    2.43 km    95.73 m     42.89 m   
 600.00 MeV   1.423E-04  3.731E-08    2.77 km   107.69 m     48.34 m   
 650.00 MeV   1.383E-04  3.463E-08    3.13 km   119.10 m     53.86 m   
 700.00 MeV   1.350E-04  3.231E-08    3.49 km   130.07 m     59.41 m   
 800.00 MeV   1.298E-04  2.853E-08    4.25 km   168.67 m     70.56 m   
 900.00 MeV   1.259E-04  2.556E-08    5.03 km   202.07 m     81.70 m   
   1.00 GeV   1.229E-04  2.316E-08    5.83 km   232.18 m     92.76 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  1.9659E+01                keV / (ug/cm2) 
  1.9659E+01                MeV / (mg/cm2) 
  1.9659E+04                keV / (mg/cm2) 
  1.3552E+02                 eV / (1E15 atoms/cm2)
  5.6553E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
